cod_mun;Ano;n1;n2;n3
421885;2016;1,00;0,01;0,00
421890;2016;4,00;0,01;0,00
421895;2016;1,00;0,01;0,00
421900;2016;8,00;0,01;0,00
421910;2016;2,00;0,01;0,00
421915;2016;1,00;0,01;0,00
421917;2016;2,00;0,01;0,00
421920;2016;3,00;0,01;0,00
421930;2016;8,00;0,01;0,00
421935;2016;3,00;0,01;0,00
421940;2016;2,00;0,01;0,00
421950;2016;11,00;0,01;0,00
421960;2016;2,00;0,01;0,00
421970;2016;9,00;0,01;0,00
421985;2016;1,00;0,01;0,00
430003;2016;1,00;0,01;0,00
430005;2016;1,00;0,01;0,00
430010;2016;1,00;0,01;0,00
430020;2016;3,00;0,01;0,00
430030;2016;3,00;0,01;0,00
430040;2016;20,00;0,01;0,00
430045;2016;1,00;0,01;0,00
430047;2016;1,00;0,01;0,00
430050;2016;4,00;0,01;0,00
430055;2016;1,00;0,01;0,00
430057;2016;1,00;0,01;0,00
430060;2016;30,00;0,01;0,00
430063;2016;1,60;0,01;0,00
430064;2016;3,00;0,01;0,00
430066;2016;1,00;0,01;0,00
430070;2016;2,00;0,01;0,00
430080;2016;5,00;0,01;0,00
430085;2016;2,00;0,01;1,00
430087;2016;2,00;0,01;0,00
430090;2016;2,00;0,01;0,00
430100;2016;4,00;0,01;0,00
430107;2016;1,00;0,01;0,00
430105;2016;3,00;0,01;0,00
430120;2016;3,00;0,01;0,00
430110;2016;4,00;0,01;0,00
430130;2016;3,00;0,01;0,00
430140;2016;3,00;0,01;0,00
430150;2016;2,00;0,01;0,00
430155;2016;2,00;0,01;0,00
430160;2016;23,00;0,01;0,00
430163;2016;3,00;0,01;0,00
430165;2016;2,00;0,01;0,00
430170;2016;3,00;0,01;0,00
430175;2016;1,00;0,01;0,00
430185;2016;1,00;0,01;0,00
430187;2016;2,00;0,01;0,00
430190;2016;3,00;0,01;0,00
430192;2016;1,00;0,01;0,00
430195;2016;1,00;0,01;0,00
430180;2016;2,00;0,01;0,00
430200;2016;2,00;0,01;1,00
430205;2016;1,00;0,01;0,00
430210;2016;11,00;0,01;0,00
430215;2016;1,00;0,01;0,00
430220;2016;2,60;0,01;0,00
430222;2016;1,00;0,01;0,00
430223;2016;1,00;0,01;0,00
430225;2016;0,00;0,01;0,00
430230;2016;3,00;0,01;0,00
430235;2016;4,00;0,01;0,00
430237;2016;1,00;0,01;0,00
430240;2016;1,00;0,01;0,00
430245;2016;1,00;0,01;0,00
430250;2016;3,00;0,01;0,00
430258;2016;1,00;0,01;0,00
430260;2016;2,00;0,01;0,00
430265;2016;1,00;0,01;0,00
430270;2016;4,00;0,01;0,00
430280;2016;5,00;0,01;0,00
430290;2016;4,00;0,01;0,00
430300;2016;8,00;0,01;0,00
430310;2016;15,00;0,01;0,00
430320;2016;1,00;0,01;0,00
430330;2016;2,00;0,01;0,00
430340;2016;2,00;0,01;0,00
430350;2016;0,00;0,01;0,00
430355;2016;1,00;0,01;0,00
430360;2016;3,00;0,01;0,00
430367;2016;1,00;0,01;0,00
430370;2016;2,00;0,01;0,00
430380;2016;1,00;0,01;0,00
430390;2016;13,00;0,01;0,00
430400;2016;2,00;0,01;0,00
430410;2016;2,00;0,01;0,00
430420;2016;3,00;0,01;0,00
430430;2016;2,00;0,01;0,00
430435;2016;3,00;0,01;0,00
430440;2016;6,00;0,01;0,00
430450;2016;5,00;0,01;0,00
430460;2016;62,05;0,01;2,00
430461;2016;1,00;0,01;0,00
430462;2016;1,00;0,01;0,00
430463;2016;8,00;0,01;0,00
430465;2016;2,00;0,01;0,00
430466;2016;0,00;0,01;0,00
430468;2016;3,00;0,01;0,00
430469;2016;0,85;0,01;0,00
430467;2016;1,00;0,01;0,00
430471;2016;3,00;0,01;0,00
430470;2016;12,00;0,01;0,00
430480;2016;2,00;0,01;1,00
430485;2016;1,00;0,01;0,00
430490;2016;2,00;0,01;0,00
430495;2016;1,00;0,01;0,00
430500;2016;4,00;0,01;0,00
430510;2016;41,00;0,01;0,00
430511;2016;1,00;0,01;0,00
430512;2016;1,00;0,01;0,00
430513;2016;2,00;0,01;0,00
430515;2016;1,00;0,01;0,00
430517;2016;3,00;0,01;0,00
430520;2016;4,00;0,01;0,00
430530;2016;3,60;0,01;0,00
430535;2016;11,00;0,01;0,00
430537;2016;1,00;0,01;0,00
430540;2016;2,00;0,01;0,00
430543;2016;0,00;0,01;0,00
430544;2016;0,00;0,01;0,00
430545;2016;4,00;0,01;0,00
430550;2016;2,00;0,01;0,00
430558;2016;1,00;0,01;0,00
430560;2016;2,00;0,01;0,00
430570;2016;3,00;0,01;0,00
430580;2016;3,00;0,01;0,00
430583;2016;1,00;0,01;0,00
430585;2016;1,00;0,01;0,00
430587;2016;1,00;0,01;0,00
430590;2016;3,00;0,01;0,00
430593;2016;0,00;0,01;0,00
430595;2016;1,85;0,01;0,00
430597;2016;1,00;0,01;0,00
430600;2016;5,00;0,01;0,00
430605;2016;3,00;0,01;0,00
430607;2016;1,00;0,01;0,00
430610;2016;19,00;0,01;0,00
430613;2016;1,00;0,01;0,00
430620;2016;2,00;0,01;0,00
430630;2016;2,00;0,01;0,00
430632;2016;1,00;0,01;0,00
430635;2016;1,00;0,01;0,00
430637;2016;1,00;0,01;0,00
430640;2016;7,00;0,01;0,00
430642;2016;1,00;0,01;0,00
430645;2016;1,00;0,01;0,00
430650;2016;1,00;0,01;0,00
430660;2016;7,00;0,01;2,00
430655;2016;1,00;0,01;0,00
430670;2016;2,00;0,01;0,00
430673;2016;2,00;0,01;0,00
430675;2016;1,00;0,01;0,00
430676;2016;2,00;0,01;0,00
430680;2016;3,60;0,01;0,00
430690;2016;3,00;0,01;0,00
430692;2016;1,00;0,01;0,00
430695;2016;1,00;0,01;0,00
430693;2016;3,00;0,01;0,00
430697;2016;1,00;0,01;0,00
430700;2016;17,00;0,01;0,00
430705;2016;1,00;0,01;0,00
430720;2016;2,00;0,01;0,00
430730;2016;3,00;0,01;0,00
430740;2016;1,00;0,01;0,00
430745;2016;2,00;0,01;0,00
430750;2016;1,00;0,01;0,00
430755;2016;2,00;0,01;0,00
430760;2016;8,00;0,01;0,00
430770;2016;13,00;0,01;0,00
430780;2016;3,00;0,01;0,00
430781;2016;2,00;0,01;0,00
430783;2016;1,00;0,01;0,00
430786;2016;1,00;0,01;0,00
430790;2016;9,00;0,01;0,00
430800;2016;2,00;0,01;0,00
430805;2016;1,00;0,01;0,00
430807;2016;2,00;0,01;0,00
430810;2016;4,00;0,01;0,00
430820;2016;2,80;0,01;0,00
430825;2016;1,00;0,01;0,00
430830;2016;3,00;0,01;0,00
430840;2016;2,00;0,01;0,00
430843;2016;0,00;0,01;0,00
430845;2016;2,00;0,01;0,00
430850;2016;6,00;0,01;0,00
430860;2016;4,00;0,01;0,00
430865;2016;2,00;0,01;0,00
430870;2016;2,00;0,01;0,00
430880;2016;3,00;0,01;0,00
430885;2016;1,00;0,01;0,00
430890;2016;4,00;0,01;0,00
430900;2016;5,00;0,01;0,00
430905;2016;0,00;0,01;0,00
430910;2016;1,00;0,01;0,00
430912;2016;1,00;0,01;0,00
430915;2016;1,00;0,01;0,00
430920;2016;42,00;0,01;0,00
430925;2016;1,00;0,01;0,00
430930;2016;2,00;0,01;0,00
430940;2016;7,00;0,01;0,00
430950;2016;2,00;0,01;0,00
430955;2016;2,00;0,01;0,00
430710;2016;3,00;0,01;0,00
430957;2016;1,00;0,01;0,00
430960;2016;6,00;0,01;0,00
430965;2016;2,00;0,01;0,00
430970;2016;2,00;0,01;0,00
430975;2016;2,00;0,01;0,00
430980;2016;1,00;0,01;0,00
430990;2016;2,00;0,01;0,00
430995;2016;2,00;0,01;0,00
431000;2016;4,00;0,01;2,00
431010;2016;8,00;0,01;0,00
431020;2016;15,00;0,01;0,00
431030;2016;2,00;0,01;0,00
431033;2016;1,00;0,01;0,00
431036;2016;1,00;0,01;0,00
431040;2016;2,00;0,01;0,00
431041;2016;0,00;0,01;0,00
431043;2016;3,00;0,01;0,00
431046;2016;1,00;0,01;0,00
431050;2016;3,00;0,01;0,00
431053;2016;0,00;0,01;0,00
431055;2016;2,00;0,01;0,00
431057;2016;1,00;0,01;0,00
431060;2016;5,00;0,01;0,00
431065;2016;1,00;0,01;0,00
431070;2016;2,00;0,01;0,00
431075;2016;1,00;0,01;0,00
431080;2016;3,00;0,01;0,00
431085;2016;2,00;0,01;0,00
431087;2016;1,00;0,01;0,00
431090;2016;2,00;0,01;0,00
431100;2016;6,00;0,01;0,00
431110;2016;1,00;0,01;0,00
431112;2016;2,00;0,01;0,00
431113;2016;1,00;0,01;0,00
431115;2016;4,00;0,01;0,00
431120;2016;5,00;0,01;0,00
431123;2016;1,00;0,01;0,00
431127;2016;1,00;0,01;0,00
431130;2016;5,00;0,01;0,00
431125;2016;2,00;0,01;0,00
431140;2016;14,00;0,01;0,00
431142;2016;1,00;0,01;0,00
431150;2016;2,00;0,01;0,00
431160;2016;2,00;0,01;0,00
431162;2016;1,00;0,01;0,00
431164;2016;0,00;0,01;0,00
431171;2016;1,00;0,01;0,00
431170;2016;1,00;0,01;0,00
431173;2016;1,00;0,01;0,00
431175;2016;2,00;0,01;0,00
431177;2016;2,00;0,01;0,00
431179;2016;0,00;0,01;0,00
431180;2016;12,00;0,01;0,00
431190;2016;2,00;0,01;0,00
431198;2016;1,00;0,01;0,00
431200;2016;1,00;0,01;0,00
431205;2016;1,20;0,01;0,00
431210;2016;2,00;0,01;0,00
431213;2016;1,00;0,01;0,00
431215;2016;2,00;0,01;0,00
431217;2016;1,00;0,01;0,00
431220;2016;2,00;0,01;0,00
431225;2016;2,00;0,01;1,00
431230;2016;2,00;0,01;0,00
431235;2016;1,00;0,01;0,00
431237;2016;2,00;0,01;0,00
431238;2016;1,00;0,01;0,00
431240;2016;3,00;0,01;0,00
431242;2016;1,00;0,01;0,00
431244;2016;1,00;0,01;0,00
431245;2016;3,00;0,01;0,00
431247;2016;1,20;0,01;0,00
431250;2016;4,00;0,01;0,00
431260;2016;2,00;0,01;0,00
431261;2016;0,85;0,01;0,00
431262;2016;1,00;0,01;0,00
431265;2016;4,00;0,01;0,00
431267;2016;1,00;0,01;0,00
431270;2016;2,00;0,01;0,00
431275;2016;1,00;0,01;0,00
431280;2016;1,00;0,01;0,00
431290;2016;2,00;0,01;0,00
431295;2016;1,00;0,01;0,00
431300;2016;1,00;0,01;0,00
431301;2016;1,00;0,01;0,00
431303;2016;2,00;0,01;0,00
431306;2016;4,00;0,01;0,00
431308;2016;0,00;0,01;0,00
431310;2016;3,00;0,01;0,00
431320;2016;8,00;0,01;0,00
431330;2016;5,00;0,01;0,00
431333;2016;1,00;0,01;0,00
431335;2016;1,00;0,01;0,00
431337;2016;5,00;0,01;2,00
431349;2016;2,00;0,01;0,00
431339;2016;2,00;0,01;0,00
431340;2016;42,00;0,01;0,00
431342;2016;2,00;0,01;0,00
431344;2016;1,00;0,01;0,00
431346;2016;1,00;0,01;0,00
431350;2016;8,70;0,01;0,00
431360;2016;2,00;0,01;0,00
431365;2016;3,00;0,01;0,00
431370;2016;7,00;0,01;0,00
431380;2016;3,00;0,01;0,00
431390;2016;12,00;0,01;0,00
431395;2016;2,00;0,01;1,00
431400;2016;2,00;0,01;0,00
431402;2016;1,00;0,01;0,00
431403;2016;1,00;0,01;0,00
431405;2016;9,00;0,01;0,00
431406;2016;2,00;0,01;0,00
431407;2016;2,00;0,01;0,00
431410;2016;15,00;0,01;0,00
431413;2016;1,00;0,01;0,00
431415;2016;1,00;0,01;0,00
431417;2016;1,00;0,01;0,00
431420;2016;2,00;0,01;0,00
431430;2016;2,00;0,01;0,00
431440;2016;64,50;0,01;0,00
431442;2016;2,00;0,01;0,00
431445;2016;1,00;0,01;0,00
431446;2016;1,00;0,01;0,00
431447;2016;2,00;0,01;0,00
431449;2016;1,00;0,01;0,00
431450;2016;5,00;0,01;0,00
431454;2016;0,85;0,01;0,00
431455;2016;1,00;0,01;0,00
431460;2016;3,00;0,01;0,00
431470;2016;4,00;0,01;0,00
431475;2016;0,00;0,01;0,00
431477;2016;2,00;0,01;0,00
431478;2016;1,00;0,01;0,00
431480;2016;5,00;0,01;0,00
431490;2016;204,20;0,01;51,00
431500;2016;2,00;0,01;0,00
431505;2016;1,00;0,01;0,00
431507;2016;1,00;0,01;0,00
431510;2016;3,20;0,01;0,00
431513;2016;1,00;0,01;0,00
431514;2016;0,00;0,01;0,00
431515;2016;2,00;0,01;0,00
431517;2016;1,00;0,01;0,00
431520;2016;1,85;0,01;0,00
431530;2016;6,00;0,01;1,00
431531;2016;1,00;0,01;0,00
431532;2016;1,00;0,01;0,00
431535;2016;1,00;0,01;0,00
431540;2016;3,00;0,01;0,00
431545;2016;1,00;0,01;0,00
431550;2016;2,00;0,01;0,00
431555;2016;1,00;0,01;0,00
431560;2016;32,60;0,01;1,00
431570;2016;4,00;0,01;0,00
431575;2016;2,00;0,01;0,00
431580;2016;2,00;0,01;0,00
431590;2016;3,00;0,01;0,00
431595;2016;1,00;0,01;0,00
431600;2016;8,00;0,01;0,00
431610;2016;3,00;0,01;0,00
431620;2016;2,00;0,01;0,00
431630;2016;3,00;0,01;0,00
431640;2016;6,00;0,01;0,00
431642;2016;1,00;0,01;0,00
431643;2016;1,00;0,01;0,00
431645;2016;4,00;0,01;0,00
431647;2016;1,00;0,01;0,00
431650;2016;2,00;0,01;0,00
431660;2016;3,60;0,01;0,00
431710;2016;11,00;0,01;0,00
431670;2016;1,00;0,01;0,00
431673;2016;1,00;0,01;0,00
431675;2016;2,00;0,01;0,00
431680;2016;18,00;0,01;0,00
431697;2016;1,00;0,01;0,00
431690;2016;14,00;0,01;0,00
431695;2016;2,00;0,01;0,00
431720;2016;17,00;0,01;0,00
431725;2016;1,00;0,01;0,00
431730;2016;13,00;0,01;0,00
431700;2016;2,00;0,01;0,00
431740;2016;11,00;0,01;0,00
431750;2016;9,00;0,01;0,00
431760;2016;8,00;0,01;0,00
431770;2016;3,00;0,01;0,00
431755;2016;1,00;0,01;0,00
431775;2016;1,00;0,01;0,00
431780;2016;5,60;0,01;0,00
431790;2016;5,00;0,01;0,00
431795;2016;1,00;0,01;0,00
431800;2016;14,00;0,01;0,00
431805;2016;1,00;0,01;0,00
431810;2016;4,00;0,01;0,00
431820;2016;6,00;0,01;0,00
431830;2016;16,00;0,01;0,00
431840;2016;0,00;0,01;0,00
431842;2016;1,00;0,01;0,00
431843;2016;1,00;0,01;0,00
431844;2016;1,00;0,01;0,00
431845;2016;1,00;0,01;0,00
431846;2016;1,00;0,01;0,00
431848;2016;1,00;0,01;0,00
431849;2016;1,00;0,01;0,00
431850;2016;6,00;0,01;0,00
431860;2016;1,00;0,01;0,00
431861;2016;1,00;0,01;0,00
431862;2016;2,00;0,01;0,00
431870;2016;11,00;0,01;0,00
431880;2016;12,00;0,01;0,00
431890;2016;9,00;0,01;0,00
431900;2016;3,00;0,01;0,00
431910;2016;2,00;0,01;0,00
431912;2016;1,00;0,01;0,00
431915;2016;3,00;0,01;0,00
431920;2016;2,00;0,01;0,00
431930;2016;2,00;0,01;0,00
431935;2016;1,00;0,01;0,00
431936;2016;1,00;0,01;0,00
431937;2016;1,00;0,01;0,00
431940;2016;5,00;0,01;0,00
431950;2016;6,00;0,01;0,00
431960;2016;6,00;0,01;0,00
431970;2016;2,00;0,01;0,00
431971;2016;1,00;0,01;0,00
431973;2016;1,00;0,01;0,00
431975;2016;1,00;0,01;0,00
431980;2016;2,00;0,01;0,00
431990;2016;7,00;0,01;0,00
432000;2016;19,00;0,01;0,00
432010;2016;3,00;0,01;0,00
432020;2016;4,00;0,01;0,00
432023;2016;0,85;0,01;0,00
432026;2016;2,00;0,01;0,00
432030;2016;1,00;0,01;0,00
432032;2016;1,00;0,01;0,00
432035;2016;1,00;0,01;0,00
432040;2016;4,00;0,01;0,00
432045;2016;1,00;0,01;0,00
432050;2016;2,00;0,01;0,00
432055;2016;0,00;0,01;0,00
432057;2016;1,00;0,01;0,00
432060;2016;1,00;0,01;0,00
432065;2016;1,00;0,01;0,00
432067;2016;2,00;0,01;0,00
432070;2016;3,00;0,01;0,00
432080;2016;6,00;0,01;0,00
432085;2016;2,00;0,01;0,00
432090;2016;4,00;0,01;0,00
432100;2016;4,00;0,01;0,00
432110;2016;3,00;0,01;0,00
432120;2016;11,00;0,01;0,00
432130;2016;3,60;0,01;0,00
432132;2016;1,00;0,01;0,00
432135;2016;1,00;0,01;0,00
432140;2016;4,00;0,01;0,00
432143;2016;2,00;0,01;0,00
432145;2016;3,00;0,01;0,00
432146;2016;1,00;0,01;0,00
432147;2016;2,00;0,01;0,00
432149;2016;0,85;0,01;0,00
432150;2016;6,00;0,01;0,00
432160;2016;5,00;0,01;0,00
432162;2016;0,00;0,01;0,00
432163;2016;1,00;0,01;0,00
432166;2016;4,00;0,01;0,00
432170;2016;3,00;0,01;0,00
432180;2016;7,00;0,01;0,00
432183;2016;0,85;0,01;0,00
432185;2016;2,00;0,01;0,00
432190;2016;8,00;0,01;0,00
432195;2016;3,00;0,01;0,00
432200;2016;8,00;0,01;0,00
432210;2016;2,00;0,01;0,00
432215;2016;2,00;0,01;0,00
432218;2016;1,00;0,01;0,00
432220;2016;3,00;0,01;0,00
432225;2016;1,00;0,01;0,00
432230;2016;3,00;0,01;0,00
432232;2016;2,00;0,01;0,00
432234;2016;1,00;0,01;0,00
432235;2016;1,00;0,01;0,00
432237;2016;1,00;0,01;0,00
432240;2016;19,00;0,01;0,00
432250;2016;13,00;0,01;0,00
432253;2016;4,00;0,01;0,00
432254;2016;3,00;0,01;0,00
432252;2016;1,00;0,01;0,00
432255;2016;1,00;0,01;0,00
432260;2016;7,00;0,01;0,00
432270;2016;4,00;0,01;0,00
432280;2016;4,00;0,01;0,00
432285;2016;1,00;0,01;0,00
432290;2016;2,00;0,01;0,00
432300;2016;28,00;0,01;0,00
432310;2016;2,00;0,01;0,00
432320;2016;1,00;0,01;0,00
432330;2016;0,85;0,01;0,00
432335;2016;2,00;0,01;0,00
432340;2016;1,00;0,01;0,00
432345;2016;1,00;0,01;0,00
432350;2016;1,00;0,01;0,00
432360;2016;0,00;0,01;0,00
432370;2016;1,00;0,01;0,00
432375;2016;1,00;0,01;0,00
432377;2016;1,00;0,01;0,00
432380;2016;4,00;0,01;0,00
500020;2016;4,00;0,01;0,00
500025;2016;1,00;0,01;0,00
500060;2016;9,00;0,01;0,00
500070;2016;8,00;0,01;0,00
500080;2016;3,00;0,01;0,00
500085;2016;4,00;0,01;0,00
500090;2016;3,00;0,01;0,00
500100;2016;6,00;0,01;0,00
500110;2016;16,00;0,01;0,00
500124;2016;4,00;0,01;0,00
500150;2016;2,00;0,01;0,00
500190;2016;6,00;0,01;0,00
500200;2016;5,00;0,01;0,00
500210;2016;6,00;0,01;0,00
500215;2016;2,00;0,01;0,00
500220;2016;5,00;0,01;0,00
500230;2016;4,00;0,01;0,00
500240;2016;5,00;0,01;0,00
500260;2016;6,00;0,01;0,00
500270;2016;92,05;0,01;0,00
500280;2016;3,00;0,01;0,00
500290;2016;7,00;0,01;0,00
500295;2016;6,00;0,01;0,00
500310;2016;2,00;0,01;0,00
500315;2016;3,00;0,01;0,00
500320;2016;26,00;0,01;0,00
500325;2016;6,00;0,01;0,00
500330;2016;9,00;0,01;0,00
500345;2016;6,00;0,01;0,00
500348;2016;3,00;0,01;0,00
500350;2016;2,00;0,01;0,00
500370;2016;42,00;0,01;0,00
500375;2016;3,00;0,01;0,00
500380;2016;6,00;0,01;0,00
500390;2016;1,00;0,01;0,00
500400;2016;3,00;0,01;0,00
500410;2016;3,00;0,01;0,00
500430;2016;4,00;0,01;0,00
500440;2016;4,00;0,01;0,00
500450;2016;8,00;0,01;0,00
500460;2016;6,00;0,01;0,00
500470;2016;6,00;0,01;0,00
500480;2016;3,00;0,01;1,00
500490;2016;3,00;0,01;0,00
500500;2016;8,00;0,01;0,00
500510;2016;2,00;0,01;0,00
500515;2016;2,00;0,01;0,00
500520;2016;7,00;0,01;0,00
500525;2016;3,00;0,01;0,00
500540;2016;11,00;0,01;0,00
500560;2016;3,00;0,01;0,00
500568;2016;6,00;0,01;0,00
500570;2016;10,00;0,01;0,00
500580;2016;5,00;0,01;0,00
500600;2016;5,00;0,01;0,00
500620;2016;9,00;0,01;0,00
500625;2016;2,00;0,01;0,00
500627;2016;1,00;0,01;0,00
500630;2016;12,00;0,01;0,00
500635;2016;3,00;0,01;0,00
500640;2016;2,00;0,01;0,00
500660;2016;15,00;0,01;0,00
500690;2016;4,00;0,01;0,00
500710;2016;5,00;0,01;0,00
500720;2016;9,00;0,01;0,00
500730;2016;2,00;0,01;0,00
500740;2016;8,00;0,01;0,00
500750;2016;2,00;0,01;0,00
500755;2016;2,00;0,01;0,00
500769;2016;10,00;0,01;0,00
500780;2016;3,00;0,01;0,00
500770;2016;3,00;0,01;0,00
500790;2016;13,00;0,01;0,00
500793;2016;5,00;0,01;0,00
500795;2016;3,00;0,01;0,00
500797;2016;2,00;0,01;0,00
500800;2016;5,00;0,01;0,00
500830;2016;16,00;0,01;0,00
500840;2016;2,00;0,01;0,00
510010;2016;2,00;0,01;0,00
510020;2016;8,00;0,01;0,00
510025;2016;15,00;0,01;0,00
510030;2016;6,00;0,01;0,00
510035;2016;2,00;0,01;0,00
510040;2016;3,00;0,01;0,00
510050;2016;2,00;0,01;0,00
510060;2016;2,00;0,01;0,00
510080;2016;2,00;0,01;0,00
510100;2016;1,00;0,01;0,00
510120;2016;1,00;0,01;0,00
510125;2016;2,00;0,01;0,00
510130;2016;4,00;0,01;0,00
510140;2016;4,00;0,01;0,00
510160;2016;2,00;0,01;0,00
510170;2016;6,00;0,01;0,00
510180;2016;15,00;0,01;0,00
510185;2016;2,00;0,01;0,00
510190;2016;5,00;0,01;0,00
510250;2016;11,00;0,01;0,00
510260;2016;3,00;0,01;0,00
510263;2016;5,00;0,01;0,00
510267;2016;9,00;0,01;0,00
510268;2016;3,00;0,01;0,00
510269;2016;2,00;0,01;0,00
510270;2016;4,00;0,01;0,00
510279;2016;3,00;0,01;0,00
510285;2016;3,00;0,01;0,00
510300;2016;7,00;0,01;0,00
510305;2016;4,00;0,01;0,00
510310;2016;3,00;0,01;0,00
510320;2016;7,00;0,01;0,00
510325;2016;5,00;0,01;0,00
510330;2016;6,00;0,01;0,00
510335;2016;8,00;0,01;0,00
510336;2016;2,00;0,01;0,00
510337;2016;4,00;0,01;0,00
510340;2016;66,40;0,01;0,00
510343;2016;2,00;0,01;0,00
510345;2016;3,00;0,01;0,00
510350;2016;8,00;0,01;0,00
510360;2016;2,00;0,01;0,00
510370;2016;3,00;0,01;0,00
510380;2016;1,00;0,01;0,00
510385;2016;2,00;0,01;0,00
510390;2016;2,00;0,01;0,00
510395;2016;1,00;0,01;0,00
510410;2016;8,00;0,01;0,00
510420;2016;4,00;0,01;0,00
510450;2016;1,00;0,01;0,00
510452;2016;1,00;0,01;0,00
510454;2016;1,00;0,01;0,00
510455;2016;1,00;0,01;0,00
510460;2016;5,00;0,01;0,00
510480;2016;8,00;0,01;0,00
510490;2016;3,00;0,01;0,00
510500;2016;3,00;0,01;0,00
510510;2016;6,00;0,01;0,00
510515;2016;10,00;0,01;0,00
510517;2016;3,00;0,01;0,00
510520;2016;4,00;0,01;0,00
510523;2016;2,00;0,01;0,00
510525;2016;13,00;0,01;0,00
510530;2016;1,00;0,01;0,00
510558;2016;4,00;0,01;0,00
510560;2016;5,00;0,01;0,00
510562;2016;3,00;0,01;0,00
510590;2016;3,00;0,01;0,00
510600;2016;3,00;0,01;0,00
510610;2016;3,00;0,01;0,00
510615;2016;3,00;0,01;0,00
510620;2016;2,00;0,01;0,00
510621;2016;2,00;0,01;0,00
510880;2016;2,00;0,01;0,00
510618;2016;2,00;0,01;0,00
510885;2016;1,00;0,01;0,00
510890;2016;1,00;0,01;0,00
510895;2016;3,00;0,01;0,00
510622;2016;10,00;0,01;0,00
510617;2016;2,00;0,01;0,00
510623;2016;5,00;0,01;0,00
510619;2016;2,00;0,01;0,00
510624;2016;3,00;0,01;0,00
510625;2016;5,00;0,01;0,00
510627;2016;2,00;0,01;0,00
510626;2016;2,00;0,01;0,00
510631;2016;1,00;0,01;0,00
510628;2016;3,00;0,01;0,00
510629;2016;4,00;0,01;0,00
510630;2016;5,00;0,01;0,00
510637;2016;4,00;0,01;0,00
510642;2016;7,00;0,01;0,00
510645;2016;1,00;0,01;0,00
510650;2016;8,00;0,01;0,00
510665;2016;2,00;0,01;0,00
510670;2016;1,00;0,01;0,00
510675;2016;9,00;0,01;0,00
510677;2016;4,00;0,01;0,00
510680;2016;3,00;0,01;0,00
510682;2016;4,00;0,01;0,00
510685;2016;2,00;0,01;0,00
510700;2016;5,00;0,01;0,00
510704;2016;10,00;0,01;0,00
510706;2016;5,00;0,01;0,00
510715;2016;1,00;0,01;0,00
510718;2016;2,00;0,01;0,00
510719;2016;1,00;0,01;0,00
510720;2016;2,00;0,01;0,00
510757;2016;2,00;0,01;0,00
510760;2016;32,00;0,01;0,00
510770;2016;4,00;0,01;0,00
510775;2016;2,00;0,01;0,00
510724;2016;1,00;0,01;0,00
510774;2016;1,00;0,01;0,00
510776;2016;1,00;0,01;0,00
510777;2016;2,00;0,01;0,00
510726;2016;1,00;0,01;0,00
510779;2016;1,00;0,01;0,00
510780;2016;5,00;0,01;0,00
510785;2016;4,00;0,01;0,00
510729;2016;1,00;0,01;0,00
510730;2016;6,00;0,01;0,00
510735;2016;2,00;0,01;0,00
510710;2016;4,00;0,01;0,00
510740;2016;2,00;0,01;0,00
510787;2016;4,00;0,01;0,00
510788;2016;1,00;0,01;0,00
510790;2016;23,00;0,01;0,00
510792;2016;20,00;0,01;0,00
510794;2016;4,00;0,01;0,00
510795;2016;26,00;0,01;0,00
510800;2016;4,00;0,01;0,00
510805;2016;4,00;0,01;0,00
510810;2016;1,00;0,01;0,00
510820;2016;2,00;0,01;0,00
510830;2016;2,00;0,01;0,00
510835;2016;2,00;0,01;0,00
510840;2016;16,00;0,01;0,00
510850;2016;2,00;0,01;0,00
510550;2016;5,00;0,01;0,00
510860;2016;5,00;0,01;0,00
520005;2016;2,00;0,01;0,00
520010;2016;6,00;0,01;0,00
520013;2016;6,00;0,01;0,00
520015;2016;1,00;0,01;0,00
520017;2016;2,00;0,01;0,00
520020;2016;1,00;0,01;0,00
520025;2016;18,00;0,01;0,00
520030;2016;6,00;0,01;0,00
520050;2016;1,00;0,01;0,00
520055;2016;2,00;0,01;0,00
520060;2016;3,00;0,01;0,00
520080;2016;4,00;0,01;0,00
520082;2016;2,00;0,01;0,00
520085;2016;2,00;0,01;0,00
520090;2016;1,00;0,01;0,00
520110;2016;53,00;0,01;0,00
520120;2016;1,00;0,01;0,00
520130;2016;8,00;0,01;0,00
520140;2016;63,00;0,01;0,00
520145;2016;1,00;0,01;0,00
520150;2016;1,00;0,01;0,00
520160;2016;2,00;0,01;0,00
520170;2016;6,00;0,01;0,00
520180;2016;3,00;0,01;0,00
520215;2016;3,00;0,01;0,00
520235;2016;1,00;0,01;0,00
520250;2016;2,00;0,01;0,00
520260;2016;2,00;0,01;0,00
520280;2016;1,00;0,01;0,00
520310;2016;2,00;0,01;0,00
520320;2016;2,00;0,01;0,00
520330;2016;9,00;0,01;0,00
520340;2016;3,00;0,01;0,00
520350;2016;6,00;0,01;0,00
520355;2016;3,00;0,01;0,00
520357;2016;2,00;0,01;0,00
520360;2016;2,00;0,01;0,00
520380;2016;2,00;0,01;0,00
520390;2016;3,00;0,01;0,00
520393;2016;1,00;0,01;0,00
520396;2016;1,00;0,01;0,00
520400;2016;3,00;0,01;0,00
520410;2016;5,00;0,01;0,00
520420;2016;1,00;0,01;0,00
