cod_mun;Ano;n1;n2;n3
312350;2018;1,00;0,01;0,00
312352;2018;3,00;0,01;0,00
312360;2018;6,00;0,01;0,00
312370;2018;4,00;0,01;0,00
312380;2018;4,00;0,01;0,00
312385;2018;2,00;0,01;0,00
312390;2018;3,00;0,01;0,00
312400;2018;9,00;0,01;0,00
312410;2018;15,00;0,01;0,00
312420;2018;7,00;0,01;0,00
312430;2018;12,00;0,01;0,00
312440;2018;1,00;0,01;0,00
312450;2018;2,00;0,01;0,00
312460;2018;1,00;0,01;0,00
312470;2018;1,00;0,01;0,00
312480;2018;2,00;0,01;0,00
312490;2018;5,00;0,01;0,00
312500;2018;2,00;0,01;0,00
312510;2018;13,00;0,01;0,00
312520;2018;1,00;0,01;0,00
312530;2018;1,00;0,01;0,00
312540;2018;3,00;0,01;0,00
312560;2018;3,00;0,01;0,00
312570;2018;5,00;0,01;0,00
312580;2018;1,00;0,01;0,00
312590;2018;4,00;0,01;0,00
312595;2018;4,00;0,01;0,00
312600;2018;1,85;0,01;0,00
312610;2018;17,00;0,01;0,00
312620;2018;4,00;0,01;0,00
312630;2018;1,00;0,01;0,00
312640;2018;1,00;0,01;0,00
312650;2018;5,00;0,01;0,00
312660;2018;2,00;0,01;0,00
312670;2018;9,00;0,01;0,00
312675;2018;2,00;0,01;0,00
312680;2018;3,00;0,01;0,00
312690;2018;4,00;0,01;0,00
312695;2018;1,00;0,01;0,00
312700;2018;3,00;0,01;0,00
312705;2018;2,00;0,01;0,00
312707;2018;3,00;0,01;0,00
312710;2018;9,00;0,01;0,00
312720;2018;2,00;0,01;0,00
312730;2018;3,00;0,01;0,00
312733;2018;3,00;0,01;0,00
312735;2018;1,00;0,01;0,00
312737;2018;2,00;0,01;0,00
312738;2018;1,00;0,01;0,00
312740;2018;2,00;0,01;0,00
312750;2018;3,00;0,01;0,00
312760;2018;5,00;0,01;0,00
312770;2018;61,00;0,01;0,00
312780;2018;6,00;0,01;0,00
312790;2018;1,00;0,01;0,00
312800;2018;9,00;0,01;0,00
312810;2018;5,00;0,01;0,00
312820;2018;3,00;0,01;0,00
312825;2018;2,00;0,01;0,00
312830;2018;5,00;0,01;0,00
312840;2018;3,00;0,01;0,00
312850;2018;2,00;0,01;0,00
312860;2018;3,00;0,01;0,00
312870;2018;8,00;0,01;0,00
312880;2018;4,00;0,01;0,00
312890;2018;2,00;0,01;0,00
312900;2018;3,00;0,01;0,00
312910;2018;3,00;0,01;0,00
312920;2018;3,00;0,01;0,00
312930;2018;5,00;0,01;0,00
312940;2018;2,00;0,01;0,00
312950;2018;6,00;0,01;0,00
312960;2018;3,00;0,01;0,00
312965;2018;3,00;0,01;0,00
312970;2018;4,00;0,01;0,00
312980;2018;44,00;0,01;0,00
312990;2018;2,00;0,01;0,00
313000;2018;1,00;0,01;0,00
313005;2018;5,00;0,01;0,00
313010;2018;11,00;0,01;0,00
313020;2018;5,00;0,01;0,00
313030;2018;4,00;0,01;0,00
313040;2018;2,00;0,01;0,00
313050;2018;5,00;0,01;0,00
313055;2018;3,00;0,01;0,00
313060;2018;3,00;0,01;0,00
313065;2018;4,00;0,01;0,00
313070;2018;3,00;0,01;0,00
313080;2018;1,00;0,01;0,00
313090;2018;10,00;0,01;0,00
313100;2018;3,00;0,01;0,00
313110;2018;3,00;0,01;0,00
313115;2018;7,00;0,01;0,00
313120;2018;6,00;0,01;0,00
313130;2018;58,00;0,01;0,00
313140;2018;2,00;0,01;0,00
313150;2018;3,00;0,01;0,00
313160;2018;2,00;0,01;0,00
313170;2018;31,00;0,01;0,00
313180;2018;5,00;0,01;0,00
313190;2018;13,00;0,01;0,00
313200;2018;2,00;0,01;0,00
313210;2018;6,00;0,01;0,00
313220;2018;5,00;0,01;0,00
313230;2018;5,00;0,01;0,00
313240;2018;17,00;0,01;0,00
313250;2018;11,00;0,01;0,00
313260;2018;2,00;0,01;0,00
313270;2018;8,00;0,01;0,00
313280;2018;1,00;0,01;0,00
313290;2018;4,00;0,01;0,00
313300;2018;6,00;0,01;0,00
313310;2018;4,00;0,01;0,00
313320;2018;4,00;0,01;0,00
313330;2018;8,00;0,01;0,00
313340;2018;3,00;0,01;0,00
313350;2018;6,00;0,01;0,00
313360;2018;3,00;0,01;0,00
313370;2018;4,00;0,01;0,00
313375;2018;5,00;0,01;0,00
313380;2018;21,00;0,01;0,00
313390;2018;3,00;0,01;0,00
313400;2018;5,00;0,01;0,00
313410;2018;2,00;0,01;0,00
313420;2018;11,00;0,01;0,00
313430;2018;2,00;0,01;0,00
313440;2018;8,00;0,01;0,00
313450;2018;2,00;0,01;0,00
313460;2018;4,00;0,01;0,00
313470;2018;6,00;0,01;0,00
313480;2018;2,00;0,01;0,00
313490;2018;5,00;0,01;0,00
313500;2018;1,00;0,01;0,00
313505;2018;17,00;0,01;0,00
313507;2018;2,00;0,01;0,00
313510;2018;24,00;0,01;0,00
313520;2018;19,00;0,01;0,00
313530;2018;2,00;0,01;0,00
313535;2018;4,00;0,01;0,00
313540;2018;2,00;0,01;0,00
313545;2018;3,00;0,01;0,00
313550;2018;6,00;0,01;0,00
313560;2018;3,00;0,01;0,00
313570;2018;3,00;0,01;0,00
313580;2018;8,00;0,01;0,00
313590;2018;3,00;0,01;0,00
313600;2018;6,00;0,01;0,00
313610;2018;3,00;0,01;0,00
313620;2018;12,00;0,01;0,00
313630;2018;10,00;0,01;0,00
313640;2018;2,00;0,01;0,00
313650;2018;5,00;0,01;0,00
313652;2018;2,00;0,01;0,00
313655;2018;2,00;0,01;0,00
313657;2018;2,00;0,01;0,00
313665;2018;10,00;0,01;0,00
313670;2018;94,00;0,01;0,00
313680;2018;2,00;0,01;0,00
313690;2018;5,00;0,01;0,00
313695;2018;3,00;0,01;0,00
313700;2018;6,00;0,01;0,00
313710;2018;3,00;0,01;0,00
313720;2018;10,00;0,01;0,00
313730;2018;2,00;0,01;0,00
313740;2018;4,00;0,01;0,00
313750;2018;8,00;0,01;0,00
313753;2018;3,00;0,01;0,00
313760;2018;20,00;0,01;0,00
313770;2018;6,00;0,01;0,00
313780;2018;7,00;0,01;0,00
313790;2018;2,00;0,01;0,00
313800;2018;3,00;0,01;0,00
313810;2018;3,00;0,01;0,00
313820;2018;17,00;0,01;0,00
313830;2018;1,00;0,01;0,00
313835;2018;2,00;0,01;0,00
313840;2018;14,00;0,01;0,00
313850;2018;2,00;0,01;0,00
313860;2018;6,00;0,01;0,00
313862;2018;2,00;0,01;0,00
313865;2018;4,00;0,01;0,00
313867;2018;2,00;0,01;0,00
313868;2018;3,00;0,01;0,00
313870;2018;2,00;0,01;0,00
313880;2018;5,00;0,01;0,00
313890;2018;3,00;0,01;0,00
313900;2018;7,00;0,01;0,00
313910;2018;2,00;0,01;0,00
313920;2018;6,00;0,01;0,00
313925;2018;3,00;0,01;0,00
313930;2018;7,00;0,01;0,00
313940;2018;22,00;0,01;0,00
313950;2018;7,00;0,01;0,00
313960;2018;8,00;0,01;0,00
313980;2018;5,00;0,01;0,00
313970;2018;3,00;0,01;0,00
313990;2018;6,00;0,01;0,00
314000;2018;13,00;0,01;0,00
314010;2018;1,00;0,01;0,00
314015;2018;5,00;0,01;0,00
314020;2018;1,00;0,01;0,00
314030;2018;2,00;0,01;0,00
314040;2018;1,00;0,01;0,00
314050;2018;5,00;0,01;0,00
314053;2018;4,00;0,01;0,00
314055;2018;3,00;0,01;0,00
314060;2018;2,00;0,01;0,00
314070;2018;9,00;0,01;0,00
317150;2018;1,00;0,01;0,00
314080;2018;4,00;0,01;0,00
314085;2018;5,00;0,01;0,00
314090;2018;7,00;0,01;0,00
314100;2018;6,00;0,01;0,00
314110;2018;10,00;0,01;0,00
314120;2018;2,00;0,01;0,00
314130;2018;2,00;0,01;0,00
314140;2018;7,00;0,01;0,00
314150;2018;3,00;0,01;0,00
314160;2018;4,00;0,01;0,00
314170;2018;3,00;0,01;0,00
314180;2018;10,00;0,01;0,00
314190;2018;2,00;0,01;0,00
314200;2018;7,00;0,01;0,00
314210;2018;5,00;0,01;0,00
314220;2018;5,00;0,01;0,00
314225;2018;2,00;0,01;0,00
314230;2018;2,00;0,01;0,00
314240;2018;3,00;0,01;0,00
314250;2018;1,00;0,01;0,00
314260;2018;3,00;0,01;0,00
314270;2018;8,00;0,01;0,00
314280;2018;5,00;0,01;0,00
314290;2018;11,00;0,01;0,00
314300;2018;3,00;0,01;0,00
314310;2018;13,00;0,01;0,00
314315;2018;2,00;0,01;0,00
314320;2018;8,00;0,01;0,00
314340;2018;5,00;0,01;0,00
314330;2018;135,00;0,01;0,00
314345;2018;4,00;0,01;0,00
314350;2018;3,00;0,01;0,00
314360;2018;1,00;0,01;0,00
314370;2018;2,00;0,01;0,00
314380;2018;3,00;0,01;0,00
314390;2018;31,00;0,01;0,00
314400;2018;10,00;0,01;0,00
314410;2018;8,00;0,01;0,00
314420;2018;2,00;0,01;0,00
314430;2018;10,00;0,01;0,00
314435;2018;3,00;0,01;0,00
314437;2018;2,00;0,01;0,00
314440;2018;2,00;0,01;0,00
314450;2018;3,00;0,01;0,00
314460;2018;4,00;0,01;0,00
314465;2018;5,00;0,01;0,00
314467;2018;2,00;0,01;0,00
314470;2018;3,00;0,01;0,00
314480;2018;22,00;0,01;0,00
314490;2018;2,00;0,01;0,00
314500;2018;3,00;0,01;0,00
314505;2018;4,00;0,01;0,00
314510;2018;6,00;0,01;0,00
314520;2018;20,00;0,01;0,00
313660;2018;3,00;0,01;0,00
314530;2018;10,00;0,01;0,00
314535;2018;5,00;0,01;0,00
314537;2018;3,00;0,01;0,00
314540;2018;1,00;0,01;0,00
314545;2018;3,00;0,01;0,00
314550;2018;1,00;0,01;0,00
314560;2018;12,00;0,01;0,00
314570;2018;1,00;0,01;0,00
314580;2018;1,00;0,01;0,00
314585;2018;2,00;0,01;0,00
314587;2018;3,00;0,01;0,00
314590;2018;10,00;0,01;0,00
314600;2018;4,00;0,01;0,00
314610;2018;20,00;0,01;0,00
314620;2018;2,00;0,01;0,00
314625;2018;3,00;0,01;0,00
314630;2018;7,00;0,01;0,00
314655;2018;3,00;0,01;0,00
314640;2018;2,00;0,01;0,00
314650;2018;3,00;0,01;0,00
314660;2018;1,00;0,01;0,00
314670;2018;3,00;0,01;0,00
314675;2018;3,00;0,01;0,00
314690;2018;3,00;0,01;0,00
314710;2018;25,00;0,01;1,00
314700;2018;16,00;0,01;0,00
314720;2018;5,00;0,01;0,00
314730;2018;5,00;0,01;0,00
314740;2018;4,00;0,01;0,00
314760;2018;6,00;0,01;0,00
314770;2018;4,00;0,01;0,00
314780;2018;1,00;0,01;0,00
314750;2018;1,00;0,01;0,00
314790;2018;23,00;0,01;0,00
314795;2018;3,00;0,01;0,00
314800;2018;37,00;0,01;0,00
314810;2018;19,00;0,01;0,00
314820;2018;3,00;0,01;0,00
314830;2018;5,00;0,01;0,00
314840;2018;2,00;0,01;0,00
314850;2018;3,00;0,01;0,00
314860;2018;4,00;0,01;0,00
314870;2018;8,00;0,01;0,00
314875;2018;3,00;0,01;0,00
314880;2018;2,00;0,01;0,00
314890;2018;2,00;0,01;0,00
314900;2018;1,00;0,01;0,00
314910;2018;4,00;0,01;0,00
314915;2018;5,00;0,01;0,00
314920;2018;1,00;0,01;0,00
314930;2018;14,00;0,01;0,00
314940;2018;1,00;0,01;0,00
314950;2018;1,00;0,01;0,00
314960;2018;2,00;0,01;0,00
314970;2018;3,00;0,01;0,00
314980;2018;6,00;0,01;0,00
314990;2018;6,00;0,01;0,00
314995;2018;3,00;0,01;0,00
315000;2018;2,00;0,01;0,00
315010;2018;1,00;0,01;0,00
315015;2018;4,00;0,01;0,00
315020;2018;2,00;0,01;0,00
315030;2018;2,00;0,01;0,00
315040;2018;2,00;0,01;0,00
315050;2018;3,00;0,01;0,00
315053;2018;2,00;0,01;0,00
315057;2018;3,00;0,01;0,00
315060;2018;3,00;0,01;0,00
315070;2018;1,00;0,01;0,00
315080;2018;7,00;0,01;0,00
315090;2018;1,00;0,01;0,00
315100;2018;3,00;0,01;0,00
315110;2018;4,00;0,01;0,00
315120;2018;15,00;0,01;0,00
315130;2018;4,00;0,01;0,00
315140;2018;6,00;0,01;0,00
315150;2018;10,00;0,01;0,00
315160;2018;3,00;0,01;0,00
315170;2018;6,00;0,01;0,00
315180;2018;35,00;0,01;0,00
315190;2018;3,00;0,01;0,00
315200;2018;9,00;0,01;0,00
315210;2018;13,00;0,01;0,00
315213;2018;2,00;0,01;0,00
315217;2018;5,00;0,01;0,00
315220;2018;17,00;0,01;0,00
315230;2018;5,00;0,01;0,00
315240;2018;6,00;0,01;0,00
315250;2018;26,00;0,01;0,00
315260;2018;2,00;0,01;0,00
315270;2018;3,00;0,01;0,00
315280;2018;8,00;0,01;0,00
315290;2018;4,00;0,01;0,00
315300;2018;1,00;0,01;0,00
315310;2018;3,00;0,01;0,00
315320;2018;2,00;0,01;0,00
315330;2018;1,00;0,01;0,00
315340;2018;6,00;0,01;0,00
315360;2018;4,00;0,01;0,00
315370;2018;1,00;0,01;0,00
315380;2018;1,00;0,01;0,00
315390;2018;3,00;0,01;0,00
315400;2018;9,00;0,01;0,00
315410;2018;3,00;0,01;0,00
315415;2018;2,00;0,01;0,00
315420;2018;3,00;0,01;0,00
315430;2018;4,00;0,01;0,00
315440;2018;2,00;0,01;0,00
315445;2018;4,00;0,01;0,00
315450;2018;2,00;0,01;0,00
315460;2018;55,00;0,01;0,00
315470;2018;1,00;0,01;0,00
315480;2018;3,00;0,01;0,00
315490;2018;5,00;0,01;0,00
315510;2018;3,00;0,01;0,00
315500;2018;1,00;0,01;0,00
315520;2018;3,00;0,01;0,00
315530;2018;2,00;0,01;0,00
315540;2018;3,00;0,01;0,00
315550;2018;4,00;0,01;0,00
315560;2018;10,00;0,01;0,00
315570;2018;4,00;0,01;0,00
315580;2018;6,00;0,01;0,00
315590;2018;2,00;0,01;0,00
315600;2018;4,00;0,01;0,00
315610;2018;2,00;0,01;0,00
315620;2018;1,00;0,01;0,00
315630;2018;3,00;0,01;0,00
315640;2018;1,00;0,01;0,00
315645;2018;2,00;0,01;0,00
315650;2018;4,00;0,01;0,00
315660;2018;4,00;0,01;0,00
315670;2018;19,00;0,01;2,00
315680;2018;6,00;0,01;0,00
315690;2018;8,00;0,01;0,00
315700;2018;17,00;0,01;0,00
315710;2018;3,00;0,01;0,00
315720;2018;11,00;0,01;0,00
315725;2018;4,00;0,01;0,00
315727;2018;1,00;0,01;0,00
315730;2018;2,00;0,01;0,00
315733;2018;3,00;0,01;0,00
315737;2018;2,00;0,01;0,00
315740;2018;2,00;0,01;0,00
315750;2018;2,00;0,01;0,00
315760;2018;2,00;0,01;0,00
315765;2018;3,00;0,01;0,00
315770;2018;2,00;0,01;0,00
315780;2018;45,00;0,01;0,00
315790;2018;6,00;0,01;0,00
315800;2018;3,00;0,01;0,00
315810;2018;2,00;0,01;0,00
315820;2018;6,00;0,01;0,00
315920;2018;3,00;0,01;0,00
315940;2018;2,00;0,01;0,00
315930;2018;2,00;0,01;0,00
315935;2018;3,00;0,01;0,00
315950;2018;2,00;0,01;0,00
315960;2018;8,00;0,01;0,00
315970;2018;1,00;0,01;0,00
315980;2018;7,00;0,01;0,00
315830;2018;3,00;0,01;0,00
315840;2018;1,85;0,01;0,00
315850;2018;4,00;0,01;0,00
315860;2018;2,00;0,01;0,00
315870;2018;1,00;0,01;0,00
315880;2018;2,00;0,01;0,00
315890;2018;3,00;0,01;0,00
315895;2018;11,00;0,01;0,00
315900;2018;2,00;0,01;0,00
315910;2018;2,00;0,01;0,00
315990;2018;6,00;0,01;0,00
316000;2018;1,00;0,01;0,00
316010;2018;2,00;0,01;0,00
316020;2018;2,00;0,01;0,00
316030;2018;5,00;0,01;0,00
316040;2018;8,00;0,01;0,00
316045;2018;4,00;0,01;0,00
316050;2018;1,00;0,01;0,00
316060;2018;2,00;0,01;0,00
316070;2018;13,00;0,01;0,00
316080;2018;2,00;0,01;0,00
316090;2018;1,00;0,01;0,00
316095;2018;2,00;0,01;0,00
316100;2018;6,00;0,01;0,00
316105;2018;2,00;0,01;0,00
316110;2018;16,00;0,01;0,00
316120;2018;3,00;0,01;0,00
316130;2018;1,00;0,01;0,00
316140;2018;3,00;0,01;0,00
316150;2018;4,00;0,01;0,00
316160;2018;2,00;0,01;0,00
316165;2018;2,00;0,01;0,00
316170;2018;2,00;0,01;0,00
316180;2018;4,00;0,01;0,00
316190;2018;5,00;0,01;0,00
312550;2018;2,00;0,01;0,00
316200;2018;4,00;0,01;0,00
316210;2018;13,00;0,01;0,00
316220;2018;3,00;0,01;0,00
316225;2018;2,00;0,01;0,00
316230;2018;1,00;0,01;0,00
316240;2018;13,00;0,01;0,00
316245;2018;6,00;0,01;0,00
316250;2018;18,00;0,01;0,00
316255;2018;4,00;0,01;0,00
316257;2018;2,00;0,01;0,00
316260;2018;5,00;0,01;0,00
316265;2018;2,00;0,01;0,00
316270;2018;10,00;0,01;0,00
316280;2018;4,00;0,01;0,00
316290;2018;4,00;0,01;0,00
316292;2018;7,00;0,01;0,00
316294;2018;0,00;0,01;0,00
316295;2018;7,00;0,01;0,00
316300;2018;2,00;0,01;0,00
316310;2018;2,00;0,01;0,00
316320;2018;1,00;0,01;0,00
316330;2018;2,00;0,01;0,00
316340;2018;2,00;0,01;0,00
316350;2018;3,00;0,01;0,00
316360;2018;1,00;0,01;0,00
316370;2018;10,00;0,01;0,00
316380;2018;3,00;0,01;0,00
316390;2018;2,00;0,01;0,00
316410;2018;3,00;0,01;0,00
316400;2018;3,00;0,01;0,00
316420;2018;5,00;0,01;0,00
316430;2018;2,00;0,01;0,00
316440;2018;2,00;0,01;0,00
316443;2018;1,00;0,01;0,00
316447;2018;2,00;0,01;0,00
316450;2018;3,00;0,01;0,00
316460;2018;3,00;0,01;0,00
316470;2018;18,00;0,01;0,00
316480;2018;1,00;0,01;0,00
316490;2018;1,00;0,01;0,00
316520;2018;3,00;0,01;0,00
316500;2018;4,00;0,01;0,00
316510;2018;3,00;0,01;0,00
316530;2018;3,00;0,01;0,00
316540;2018;1,00;0,01;0,00
316550;2018;2,00;0,01;0,00
316553;2018;8,00;0,01;0,00
316556;2018;1,00;0,01;0,00
316557;2018;2,00;0,01;0,00
316560;2018;1,00;0,01;0,00
316570;2018;3,00;0,01;0,00
316580;2018;1,00;0,01;0,00
316590;2018;2,00;0,01;0,00
316600;2018;3,00;0,01;0,00
316610;2018;2,00;0,01;0,00
316620;2018;3,00;0,01;0,00
316630;2018;3,00;0,01;0,00
316640;2018;1,00;0,01;0,00
316650;2018;2,00;0,01;0,00
316660;2018;1,00;0,01;0,00
316680;2018;3,00;0,01;0,00
316670;2018;3,00;0,01;0,00
316690;2018;3,00;0,01;0,00
316695;2018;2,00;0,01;0,00
316700;2018;1,00;0,01;0,00
316710;2018;9,00;0,01;0,00
316720;2018;53,00;0,01;0,00
316555;2018;4,00;0,01;0,00
316730;2018;1,00;0,01;0,00
316740;2018;2,00;0,01;0,00
316750;2018;1,00;0,01;0,00
316760;2018;7,00;0,01;0,00
316770;2018;3,00;0,01;0,00
316780;2018;2,00;0,01;0,00
316790;2018;2,00;0,01;0,00
316800;2018;15,00;0,01;0,00
316805;2018;2,00;0,01;0,00
316810;2018;1,00;0,01;0,00
316820;2018;1,00;0,01;0,00
316830;2018;1,00;0,01;0,00
316840;2018;6,00;0,01;0,00
316850;2018;4,00;0,01;0,00
316860;2018;41,00;0,01;0,00
316870;2018;17,00;0,01;0,00
316880;2018;3,00;0,01;0,00
316890;2018;3,00;0,01;0,00
316900;2018;5,00;0,01;0,00
316905;2018;0,85;0,01;0,00
316910;2018;2,00;0,01;0,00
316920;2018;4,00;0,01;0,00
316930;2018;14,00;0,01;0,00
316935;2018;9,00;0,01;0,00
316940;2018;5,00;0,01;0,00
316950;2018;3,00;0,01;0,00
316960;2018;7,00;0,01;0,00
316970;2018;7,00;0,01;0,00
316980;2018;2,00;0,01;0,00
316990;2018;19,00;0,01;0,00
317000;2018;6,00;0,01;0,00
317005;2018;5,00;0,01;0,00
317010;2018;51,00;0,01;4,00
317020;2018;74,00;0,01;20,00
317030;2018;1,00;0,01;0,00
317040;2018;13,00;0,01;0,00
317043;2018;1,00;0,01;0,00
317047;2018;2,00;0,01;0,00
317050;2018;4,00;0,01;0,00
317052;2018;5,00;0,01;0,00
317057;2018;3,00;0,01;0,00
317060;2018;1,00;0,01;0,00
317065;2018;2,00;0,01;0,00
317070;2018;21,00;0,01;0,00
317075;2018;3,00;0,01;0,00
317080;2018;11,00;0,01;0,00
317090;2018;10,00;0,01;0,00
317100;2018;8,00;0,01;0,00
317103;2018;4,00;0,01;0,00
317107;2018;3,00;0,01;0,00
317110;2018;1,00;0,01;0,00
317115;2018;2,00;0,01;0,00
317120;2018;23,20;0,01;0,00
317130;2018;20,00;0,01;0,00
317140;2018;2,00;0,01;0,00
317160;2018;6,00;0,01;0,00
317170;2018;3,00;0,01;0,00
317180;2018;4,00;0,01;0,00
317190;2018;3,00;0,01;0,00
317200;2018;10,00;0,01;0,00
317210;2018;3,00;0,01;0,00
317220;2018;1,00;0,01;0,00
320010;2018;9,00;0,01;0,00
320016;2018;4,00;0,01;0,00
320013;2018;4,00;0,01;0,00
320020;2018;10,00;0,01;0,00
320030;2018;5,00;0,01;0,00
320035;2018;3,00;0,01;0,00
320040;2018;10,00;0,01;0,00
320050;2018;3,00;0,01;0,00
320060;2018;19,00;0,01;0,00
320070;2018;4,00;0,01;0,00
320080;2018;8,00;0,01;0,00
320090;2018;10,00;0,01;0,00
320100;2018;6,00;0,01;0,00
320110;2018;4,00;0,01;0,00
320115;2018;5,00;0,01;0,00
320120;2018;52,60;0,01;0,00
320130;2018;17,00;0,01;9,00
320140;2018;6,00;0,01;3,00
320150;2018;39,80;0,01;0,00
320160;2018;9,00;0,01;0,00
320170;2018;4,00;0,01;0,00
320180;2018;2,00;0,01;0,00
320190;2018;7,00;0,01;0,00
320200;2018;2,55;0,01;0,00
320210;2018;8,00;0,01;0,00
320220;2018;5,00;0,01;0,00
320225;2018;4,00;0,01;0,00
320230;2018;10,00;0,01;0,00
320240;2018;23,00;0,01;0,00
320245;2018;6,00;0,01;0,00
320250;2018;4,00;0,01;0,00
320255;2018;4,00;0,01;0,00
320260;2018;5,00;0,01;0,00
320265;2018;4,00;0,01;0,00
320270;2018;5,00;0,01;0,00
320280;2018;7,00;0,01;0,00
320290;2018;4,00;0,01;0,00
320300;2018;6,00;0,01;0,00
320305;2018;7,00;0,01;0,00
320310;2018;3,00;0,01;0,00
320313;2018;4,60;0,01;0,00
320316;2018;3,00;0,01;0,00
320320;2018;30,00;0,01;0,00
320330;2018;4,55;0,01;0,00
320332;2018;8,00;0,01;0,00
320334;2018;6,00;0,01;0,00
320335;2018;2,00;0,01;0,00
320340;2018;11,00;0,01;0,00
320350;2018;6,00;0,01;0,00
320360;2018;3,00;0,01;0,00
320370;2018;7,00;0,01;0,00
320380;2018;5,00;0,01;0,00
320390;2018;10,00;0,01;0,00
320400;2018;8,00;0,01;0,00
320405;2018;5,00;0,01;0,00
320410;2018;7,00;0,01;0,00
320420;2018;6,00;0,01;0,00
320425;2018;3,00;0,01;0,00
320430;2018;5,00;0,01;0,00
320435;2018;6,00;0,01;0,00
320440;2018;4,00;0,01;0,00
320450;2018;5,00;0,01;0,00
320455;2018;12,00;0,01;0,00
320460;2018;8,00;0,01;0,00
320465;2018;3,00;0,01;0,00
320470;2018;7,00;0,01;0,00
320480;2018;3,00;0,01;0,00
320490;2018;29,00;0,01;0,00
320495;2018;4,00;0,01;0,00
320500;2018;44,00;0,01;15,00
320501;2018;6,00;0,01;0,00
320503;2018;4,00;0,01;0,00
320506;2018;6,00;0,01;0,00
320510;2018;19,00;0,01;0,00
320515;2018;2,00;0,01;0,00
320517;2018;4,00;0,01;0,00
320520;2018;36,00;0,01;0,00
320530;2018;87,00;0,01;0,00
330010;2018;62,85;0,01;0,00
330015;2018;4,00;0,01;0,00
330020;2018;14,00;0,01;0,00
330022;2018;5,00;0,01;0,00
330023;2018;8,00;0,01;0,00
330025;2018;8,00;0,01;0,00
330030;2018;7,00;0,01;0,00
330040;2018;41,00;0,01;0,00
330045;2018;47,00;0,01;0,00
330050;2018;7,00;0,01;0,00
330060;2018;12,60;0,01;0,00
330070;2018;35,00;0,01;0,00
330080;2018;17,00;0,01;0,00
330090;2018;5,00;0,01;0,00
330100;2018;32,00;0,01;1,00
330110;2018;8,00;0,01;0,00
330093;2018;4,00;0,01;0,00
330115;2018;5,00;0,01;0,00
330120;2018;6,00;0,01;0,00
330130;2018;12,00;0,01;0,00
330095;2018;4,00;0,01;0,00
330140;2018;5,00;0,01;0,00
330150;2018;6,00;0,01;0,00
330160;2018;2,00;0,01;0,00
330170;2018;71,00;0,01;0,00
330180;2018;5,85;0,01;0,00
330185;2018;9,00;0,01;0,00
330187;2018;8,00;0,01;0,00
330190;2018;42,00;0,01;0,00
330200;2018;19,00;0,01;0,00
330205;2018;4,00;0,01;0,00
330210;2018;7,00;0,01;0,00
330220;2018;19,00;0,01;0,00
330225;2018;7,00;0,01;0,00
330227;2018;14,00;0,01;0,00
330230;2018;3,00;0,01;0,00
330240;2018;29,00;0,01;0,00
330245;2018;2,85;0,01;0,00
330250;2018;41,00;0,01;0,00
330260;2018;12,00;0,01;0,00
330270;2018;25,00;0,01;0,00
330280;2018;7,00;0,01;0,00
330285;2018;21,55;0,01;0,00
330290;2018;9,00;0,01;0,00
330300;2018;8,00;0,01;0,00
330310;2018;7,00;0,01;0,00
330320;2018;30,00;0,01;0,00
330330;2018;98,00;0,01;0,00
330340;2018;26,00;0,01;0,00
330350;2018;120,00;0,01;0,00
330360;2018;9,00;0,01;0,00
330370;2018;21,00;0,01;0,00
330380;2018;9,00;0,01;0,00
330385;2018;11,00;0,01;0,00
330390;2018;42,00;0,01;0,00
330395;2018;8,00;0,01;0,00
330400;2018;13,00;0,01;0,00
330410;2018;8,00;0,01;0,00
330411;2018;7,00;0,01;0,00
330412;2018;5,00;0,01;0,00
330414;2018;12,00;0,01;0,00
330415;2018;9,00;0,01;0,00
330420;2018;28,00;0,01;0,00
330430;2018;20,00;0,01;0,00
330440;2018;9,00;0,01;0,00
330450;2018;4,00;0,01;0,00
330452;2018;12,00;0,01;0,00
330455;2018;1158,40;0,01;25,00
330460;2018;2,00;0,01;0,00
330470;2018;12,00;0,01;0,00
330480;2018;4,00;0,01;0,00
330475;2018;9,00;0,01;0,00
330490;2018;208,00;0,01;0,00
330500;2018;11,00;0,01;0,00
330510;2018;66,00;0,01;0,00
330513;2018;4,00;0,01;0,00
330515;2018;7,00;0,01;0,00
330520;2018;15,00;0,01;0,00
330530;2018;3,00;0,01;0,00
330540;2018;7,00;0,01;0,00
330550;2018;12,00;0,01;0,00
330555;2018;22,00;0,01;0,00
330560;2018;11,00;0,01;0,00
330570;2018;6,00;0,01;0,00
330575;2018;10,00;0,01;0,00
330580;2018;14,00;0,01;2,00
330590;2018;5,00;0,01;0,00
330600;2018;28,00;0,01;0,00
330610;2018;17,00;0,01;0,00
330615;2018;3,00;0,01;0,00
330620;2018;14,00;0,01;0,00
330630;2018;64,00;0,01;0,00
350010;2018;11,00;0,01;0,00
350020;2018;2,00;0,01;0,00
350030;2018;4,00;0,01;0,00
350040;2018;2,00;0,01;0,00
350050;2018;2,60;0,01;0,00
350055;2018;2,00;0,01;1,00
350060;2018;0,00;0,01;0,00
350070;2018;8,00;0,01;0,00
350075;2018;0,85;0,01;0,00
350080;2018;2,00;0,01;0,00
350090;2018;1,00;0,01;0,00
350100;2018;6,00;0,01;0,00
350110;2018;2,00;0,01;0,00
350115;2018;0,00;0,01;0,00
350120;2018;1,00;0,01;0,00
